sku,date,forecast,model,lower_bound,upper_bound
SKU_0001,2024-01-31,60767.32784188333,exponential_smoothing,42647.43576352642,78887.21992024024
SKU_0001,2024-02-29,65472.781238551855,exponential_smoothing,47352.88916019494,83592.67331690877
SKU_0001,2024-03-31,82220.65561299749,exponential_smoothing,64100.76353464057,100340.54769135441
SKU_0002,2024-01-31,70131.01221220994,exponential_smoothing,54164.56392686264,86097.46049755724
SKU_0002,2024-02-29,73776.55925830251,exponential_smoothing,57810.11097295521,89743.00754364982
SKU_0002,2024-03-31,88893.26208104916,exponential_smoothing,72926.81379570186,104859.71036639647
SKU_0003,2024-01-31,43496.0,naive,36395.23715745447,50596.76284254553
SKU_0003,2024-02-29,43496.0,naive,36395.23715745447,50596.76284254553
SKU_0003,2024-03-31,43496.0,naive,36395.23715745447,50596.76284254553
SKU_0004,2024-01-31,62914.67716489731,exponential_smoothing,49101.91577351854,76727.43855627607
SKU_0004,2024-02-29,58566.47934008572,exponential_smoothing,44753.71794870695,72379.2407314645
SKU_0004,2024-03-31,68466.4206450842,exponential_smoothing,54653.65925370544,82279.18203646297
SKU_0005,2024-01-31,52492.314142444564,exponential_smoothing,41220.089351368835,63764.53893352029
SKU_0005,2024-02-29,56230.110504028795,exponential_smoothing,44957.885712953066,67502.33529510452
SKU_0005,2024-03-31,64467.95015041372,exponential_smoothing,53195.725359338,75740.17494148944
SKU_0006,2024-01-31,52115.54258061675,exponential_smoothing,48129.4535813224,56101.631579911096
SKU_0006,2024-02-29,54206.83268935323,exponential_smoothing,50220.74369005888,58192.92168864758
SKU_0006,2024-03-31,64391.19259235592,exponential_smoothing,60405.10359306157,68377.28159165027
SKU_0007,2024-01-31,55804.8986393528,exponential_smoothing,51717.04781267571,59892.7494660299
SKU_0007,2024-02-29,58168.78466007375,exponential_smoothing,54080.93383339665,62256.63548675084
SKU_0007,2024-03-31,74753.30464457208,exponential_smoothing,70665.45381789499,78841.15547124918
SKU_0008,2024-01-31,28349.992970594445,exponential_smoothing,24917.354017668018,31782.631923520872
SKU_0008,2024-02-29,25621.685079692146,exponential_smoothing,22189.04612676572,29054.324032618573
SKU_0008,2024-03-31,28033.535438222872,exponential_smoothing,24600.896485296445,31466.1743911493
SKU_0009,2024-01-31,34735.67627663541,exponential_smoothing,31863.059467987787,37608.293085283025
SKU_0009,2024-02-29,36562.15557152707,exponential_smoothing,33689.538762879456,39434.77238017469
SKU_0009,2024-03-31,45409.59292336935,exponential_smoothing,42536.976114721736,48282.20973201697
SKU_0010,2024-01-31,87742.21096796778,exponential_smoothing,75158.88496269764,100325.53697323792
SKU_0010,2024-02-29,85358.02246908878,exponential_smoothing,72774.69646381865,97941.34847435892
SKU_0010,2024-03-31,91700.58430259084,exponential_smoothing,79117.2582973207,104283.91030786098
SKU_0011,2024-01-31,42456.794492957306,exponential_smoothing,40841.25285247219,44072.33613344242
SKU_0011,2024-02-29,43595.294770002074,exponential_smoothing,41979.75312951696,45210.83641048719
SKU_0011,2024-03-31,48300.75890061999,exponential_smoothing,46685.21726013488,49916.300541105105
SKU_0012,2024-01-31,69989.32487021528,exponential_smoothing,64671.92844818063,75306.72129224993
SKU_0012,2024-02-29,73587.31633106015,exponential_smoothing,68269.9199090255,78904.7127530948
SKU_0012,2024-03-31,91668.3494438366,exponential_smoothing,86350.95302180195,96985.74586587126
SKU_0013,2024-01-31,20565.069332620777,exponential_smoothing,17450.314138087197,23679.824527154356
SKU_0013,2024-02-29,21468.748898316982,exponential_smoothing,18353.993703783402,24583.504092850562
SKU_0013,2024-03-31,27391.40720084016,exponential_smoothing,24276.652006306576,30506.162395373743
SKU_0014,2024-01-31,69407.3693506876,exponential_smoothing,63165.80537811249,75648.93332326271
SKU_0014,2024-02-29,72801.47649556905,exponential_smoothing,66559.91252299394,79043.04046814416
SKU_0014,2024-03-31,95622.32322912295,exponential_smoothing,89380.75925654784,101863.88720169806
SKU_0015,2024-01-31,54366.3928055738,exponential_smoothing,50615.48872879388,58117.29688235372
SKU_0015,2024-02-29,54718.09580391961,exponential_smoothing,50967.191727139696,58468.99988069953
SKU_0015,2024-03-31,58361.29952816993,exponential_smoothing,54610.39545139001,62112.20360494986
SKU_0016,2024-01-31,44168.837919651596,exponential_smoothing,40672.95708854486,47664.71875075833
SKU_0016,2024-02-29,43657.139189451234,exponential_smoothing,40161.2583583445,47153.02002055797
SKU_0016,2024-03-31,49563.772802983614,exponential_smoothing,46067.89197187688,53059.65363409035
